settlementDate,settlementPeriod,startTime,createdDateTime,systemSellPrice,systemBuyPrice,bsadDefaulted,priceDerivationCode,reserveScarcityPrice,netImbalanceVolume,sellPriceAdjustment,buyPriceAdjustment,replacementPrice,replacementPriceReferenceVolume,totalAcceptedOfferVolume,totalAcceptedBidVolume,totalAdjustmentSellVolume,totalAdjustmentBuyVolume,totalSystemTaggedAcceptedOfferVolume,totalSystemTaggedAcceptedBidVolume,totalSystemTaggedAdjustmentSellVolume,totalSystemTaggedAdjustmentBuyVolume
2024-11-01,1,2024-11-01T00:00:00Z,2024-11-02T00:44:38Z,99.6,99.6,False,P,0.0,48.2975525,0.0,0.0,,,2193.946684424603,-2198.2244652579366,0.0,52.467,2192.946684424603,-2198.2244652579366,,52.467
2024-11-01,2,2024-11-01T00:30:00Z,2024-11-02T01:14:30Z,99.6,99.6,False,P,0.0,59.28316138558201,0.0,0.0,,,2062.7933030539493,-2003.4367288888889,0.0,0.0,2061.7933030539493,-2003.4367288888889,,
2024-11-01,3,2024-11-01T01:00:00Z,2024-11-02T01:44:35Z,83.53,83.53,False,N,0.0,-197.76435185185184,0.0,0.0,83.53,0.0,1709.9891505092592,-1907.5965845833334,0.0,0.0,1709.9891505092592,-1906.5965845833334,,
2024-11-01,4,2024-11-01T01:30:00Z,2024-11-02T02:14:44Z,75.91,75.91,False,N,0.0,-213.49154655555554,0.0,0.0,75.91,0.0,1558.9373098333333,-1772.3539744722223,0.0,0.0,1558.9373098333333,-1771.3539744722223,,
2024-11-01,5,2024-11-01T02:00:00Z,2024-11-02T02:44:32Z,99.6,99.6,False,P,0.0,17.341496471861472,0.0,0.0,,,1644.4371041107504,-1627.020627121212,0.0,0.0,1643.4371041107504,-1627.020627121212,,
2024-11-01,6,2024-11-01T02:30:00Z,2024-11-02T03:14:32Z,99.6,99.6,False,P,0.0,73.28327374351132,0.0,0.0,,,1580.474940410178,-1507.192048176647,0.0,0.0,1579.474940410178,-1507.192048176647,,
2024-11-01,7,2024-11-01T03:00:00Z,2024-11-02T03:44:30Z,99.6,99.6,False,P,0.0,15.189787296037297,0.0,0.0,,,1403.4731206293707,-1388.525,0.0,0.0,1402.4731206293707,-1388.525,,
2024-11-01,8,2024-11-01T03:30:00Z,2024-11-02T04:14:30Z,36.8547496171956,36.8547496171956,False,N,0.0,-207.52875,0.0,0.0,36.882,1.0,1301.8145833333333,-1509.4016666666666,0.0,0.0,1301.8145833333333,-1508.4016666666666,,
2024-11-01,9,2024-11-01T04:00:00Z,2024-11-02T04:44:31Z,71.63,71.63,False,N,0.0,-485.68461946428573,0.0,0.0,71.63,0.0,1061.3451027579365,-1547.110009045139,0.0,0.0,1061.3451027579365,-1546.110009045139,,
2024-11-01,10,2024-11-01T04:30:00Z,2024-11-02T05:14:33Z,68.04,68.04,False,N,0.0,-357.2625,0.0,0.0,68.04,0.0,1124.0632016562686,-1481.4851191666667,0.0,0.0,1124.0632016562686,-1480.4851191666667,,
2024-11-01,11,2024-11-01T05:00:00Z,2024-11-02T05:44:29Z,58.0,58.0,False,N,0.0,-324.05416660643823,0.0,0.0,58.0,1.0,1237.233333337877,-1561.2874999397716,0.0,0.0,1237.233333337877,-1560.2874999397716,,
2024-11-01,12,2024-11-01T05:30:00Z,2024-11-02T06:14:25Z,61.0,61.0,False,N,0.0,-75.36777777777777,0.0,0.0,,,1565.1240683333333,-1640.491846111111,0.0,0.0,1565.1240683333333,-1639.491846111111,,
2024-11-01,13,2024-11-01T06:00:00Z,2024-11-02T06:44:26Z,99.6,99.6,False,P,0.0,27.730679423400673,0.0,0.0,,,1716.8817905345118,-1689.1511171338384,0.0,0.0,1715.8817905345118,-1689.1511171338384,,
2024-11-01,14,2024-11-01T06:30:00Z,2024-11-02T07:14:31Z,42.0,42.0,False,N,0.0,-548.6700180010076,0.0,0.0,,,1541.7607391293564,-2171.464573716164,0.0,81.034,1541.7607391293564,-2170.464573716164,,81.034
2024-11-01,15,2024-11-01T07:00:00Z,2024-11-02T07:44:32Z,42.0,42.0,False,N,0.0,-820.78438865787,0.0,0.0,,,1151.6626642063493,-1972.4138782051282,0.0,0.0,1151.6626642063493,-1971.4138782051282,,
2024-11-01,16,2024-11-01T07:30:00Z,2024-11-02T08:14:28Z,65.0,65.0,False,N,0.0,-660.7463858333333,0.0,0.0,65.0,1.0,837.9333363888888,-1498.4380555555556,0.0,0.0,837.9333363888888,-1497.4380555555556,,
2024-11-01,17,2024-11-01T08:00:00Z,2024-11-02T08:44:32Z,73.3,73.3,False,N,0.0,-431.16527777777776,0.0,0.0,73.3,1.0,712.9930555555555,-1144.1597222222222,0.0,0.0,712.9930555555555,-1143.1597222222222,,
2024-11-01,18,2024-11-01T08:30:00Z,2024-11-02T09:14:34Z,86.19,86.19,False,N,0.0,-199.11636392857142,0.0,0.0,86.19,0.0,802.4558182310715,-1001.6339666892128,0.0,0.0,802.4558182310715,-1000.6339666892128,,
2024-11-01,19,2024-11-01T09:00:00Z,2024-11-02T09:44:32Z,114.0,114.0,False,P,0.0,225.94341459129828,0.0,0.0,,,905.6781708636997,-740.2181371062326,0.0,60.532,904.6781708636997,-740.2181371062326,,60.532
2024-11-01,20,2024-11-01T09:30:00Z,2024-11-02T10:14:30Z,115.0,115.0,False,P,0.0,387.9248325652842,0.0,0.0,,,967.7906330894778,-685.1199188037634,0.0,105.341,966.7906330894778,-685.1199188037634,,105.341
2024-11-01,21,2024-11-01T10:00:00Z,2024-11-02T10:44:30Z,119.5,119.5,False,P,0.0,555.9157259722223,0.0,0.0,,,1089.364726514337,-618.4842247656201,0.0,85.0,1089.364726514337,-618.4842247656201,,84.0
2024-11-01,22,2024-11-01T10:30:00Z,2024-11-02T11:14:28Z,120.0,120.0,False,P,0.0,687.2841839481587,0.0,0.0,,,1069.3324564943478,-600.39042315009,0.0,218.292,1069.3324564943478,-600.39042315009,,217.292
2024-11-01,23,2024-11-01T11:00:00Z,2024-11-02T11:44:33Z,109.0,109.0,False,P,0.0,547.2214317264038,0.0,0.0,,,902.4280262694145,-598.5741465143369,0.0,243.483,901.4280262694145,-598.5741465143369,,243.483
2024-11-01,24,2024-11-01T11:30:00Z,2024-11-02T12:14:27Z,109.0,109.0,False,P,0.0,551.6794263124605,0.0,0.0,,,922.6592658226158,-594.1103006810035,0.0,223.133,921.6592658226158,-594.1103006810035,,223.133
2024-11-01,25,2024-11-01T12:00:00Z,2024-11-02T12:44:34Z,108.0,108.0,False,P,0.0,321.8010348583878,0.0,0.0,,,614.2081849204329,-537.3440146759259,0.0,245.0,613.2081849204329,-537.3440146759259,,245.0
2024-11-01,26,2024-11-01T12:30:00Z,2024-11-02T13:14:29Z,120.0,120.0,False,P,0.0,438.23111085125447,0.0,0.0,,,697.7053486469534,-491.70346745893073,0.0,232.416,697.0899640315688,-491.70346745893073,,232.0313846153846
2024-11-01,27,2024-11-01T13:00:00Z,2024-11-02T13:44:29Z,103.0,103.0,False,P,0.0,86.28211827956989,0.0,0.0,,,494.93709677419355,-501.14354838709676,0.0,92.609,493.93709677419355,-501.14354838709676,,92.609
2024-11-01,28,2024-11-01T13:30:00Z,2024-11-02T14:14:29Z,103.0,103.0,False,P,0.0,98.17977029422191,0.0,0.0,,,415.6135560675883,-520.2217535153019,0.0,202.717,414.6135560675883,-520.2217535153019,,202.717
2024-11-01,29,2024-11-01T14:00:00Z,2024-11-02T14:44:27Z,103.0,103.0,False,P,0.0,195.81590898617512,0.0,0.0,,,375.0380433947773,-383.78756720430107,0.0,204.488,374.0380433947773,-383.78756720430107,,204.488
2024-11-01,30,2024-11-01T14:30:00Z,2024-11-02T15:14:30Z,103.0,103.0,False,P,0.0,181.56901541666667,0.0,0.0,,,291.2340154166667,-213.84422375,0.0,104.47,290.2340154166667,-213.84422375,,104.47
2024-11-01,31,2024-11-01T15:00:00Z,2024-11-02T15:44:30Z,119.9,119.9,False,P,0.0,334.6145833333333,0.0,0.0,,,256.85833333333335,-222.33541666666667,0.0,300.0,256.85833333333335,-222.33541666666667,,299.0
2024-11-01,32,2024-11-01T15:30:00Z,2024-11-02T16:14:34Z,115.0,115.0,False,P,0.0,205.55614371794871,0.0,0.0,,,221.65,-316.1605229487179,0.0,300.0,220.65,-316.1605229487179,,300.0
2024-11-01,33,2024-11-01T16:00:00Z,2024-11-02T16:44:37Z,83.39,83.39,False,N,0.0,-7.840813492063492,0.0,0.0,,,245.0,-552.8408134920635,0.0,300.0,245.0,-551.8408134920635,,300.0
2024-11-01,34,2024-11-01T16:30:00Z,2024-11-02T17:14:29Z,130.0,130.0,False,P,0.0,78.04077653439154,0.0,0.0,,,173.5,-395.54768500407,0.0,300.0,172.5,-395.54768500407,,300.0
2024-11-01,35,2024-11-01T17:00:00Z,2024-11-02T17:44:30Z,140.0,140.0,False,P,0.0,144.667,0.0,0.0,,,62.5,-2.0,0.0,84.167,61.5,-2.0,,84.167
2024-11-01,36,2024-11-01T17:30:00Z,2024-11-02T18:14:31Z,139.0,139.0,False,P,0.0,251.30833333333334,0.0,0.0,,,158.23333333333332,-3.125,0.0,96.2,157.23333333333332,-3.125,,96.2
2024-11-01,37,2024-11-01T18:00:00Z,2024-11-02T18:44:31Z,139.0,139.0,False,P,0.0,197.56633333333335,0.0,0.0,,,205.45,-26.116666666666667,0.0,18.233,204.45,-26.116666666666667,,18.233
2024-11-01,38,2024-11-01T18:30:00Z,2024-11-02T19:14:26Z,125.0,125.0,False,P,0.0,92.89666666666666,0.0,0.0,,,93.41666666666667,-0.52,0.0,0.0,92.41666666666667,-0.52,,
2024-11-01,39,2024-11-01T19:00:00Z,2024-11-02T19:44:35Z,131.83,131.83,False,P,0.0,25.330045462962964,0.0,0.0,,,104.01666666666667,-78.71005257625272,0.0,0.0,103.01666666666667,-78.71005257625272,,
2024-11-01,40,2024-11-01T19:30:00Z,2024-11-02T20:14:37Z,71.1,71.1,False,N,0.0,-8.55625,0.0,0.0,71.1,1.0,0.0,-8.722916666666666,0.0,0.0,0.0,-7.722916666666666,,
2024-11-01,41,2024-11-01T20:00:00Z,2024-11-02T20:44:32Z,70.65,70.65,False,N,0.0,-44.958333333333336,0.0,0.0,,,0.0,-45.35,0.0,0.0,0.0,-44.35,,
2024-11-01,42,2024-11-01T20:30:00Z,2024-11-02T21:14:28Z,71.04,71.04,False,N,0.0,-70.82603174603175,0.0,0.0,,,17.5,-124.62603174603174,0.0,36.3,17.5,-123.62603174603174,,36.3
2024-11-01,43,2024-11-01T21:00:00Z,2024-11-02T21:44:29Z,62.23891355706734,62.23891355706734,False,N,0.0,-98.47452380952382,0.0,0.0,62.31666666666667,1.0,1.3333333333333333,-99.80785714285715,0.0,0.0,1.3333333333333333,-98.80785714285715,,
2024-11-01,44,2024-11-01T21:30:00Z,2024-11-02T22:14:29Z,71.2,71.2,False,N,0.0,-54.675,0.0,0.0,,,118.33333333333333,-173.14166666666668,0.0,0.0,118.33333333333333,-172.14166666666668,,
2024-11-01,45,2024-11-01T22:00:00Z,2024-11-02T22:44:31Z,71.5,71.5,False,N,0.0,-266.55166569444447,0.0,0.0,,,190.05833430555555,-456.585,0.0,0.0,190.05833430555555,-455.585,,
2024-11-01,46,2024-11-01T22:30:00Z,2024-11-02T23:14:33Z,71.5,71.5,False,N,0.0,-76.77451452020202,0.0,0.0,,,81.58936393229166,-171.11321178582702,0.0,12.716,81.58936393229166,-170.11321178582702,,12.716
2024-11-01,47,2024-11-01T23:00:00Z,2024-11-02T23:44:33Z,71.16,71.16,False,N,0.0,-307.2637023018791,0.0,0.0,,,40.98939272751824,-586.4521163435678,0.0,238.233,40.98939272751824,-585.4521163435678,,238.233
2024-11-01,48,2024-11-01T23:30:00Z,2024-11-03T00:14:38Z,71.5,71.5,False,N,0.0,-328.9927083333333,0.0,0.0,,,97.5,-664.4927083333333,0.0,238.0,97.5,-663.4927083333333,,238.0
2024-11-02,1,2024-11-02T00:00:00Z,2024-11-03T00:44:33Z,71.5,71.5,False,N,0.0,-222.72664141414143,0.0,0.0,,,123.662500061966,-584.4335857659933,0.0,238.0,123.662500061966,-583.4335857659933,,238.0
2024-11-02,2,2024-11-02T00:30:00Z,2024-11-03T01:14:39Z,71.5,71.5,False,N,0.0,-57.6168052020202,0.0,0.0,,,97.5075854040404,-393.13347186868685,0.0,238.0,97.5075854040404,-392.13347186868685,,238.0
2024-11-02,3,2024-11-02T01:00:00Z,2024-11-03T01:44:29Z,71.5,71.5,False,N,0.0,-376.5351775714707,0.0,0.0,,,97.50106837606837,-712.0351775714706,0.0,238.0,97.50106837606837,-711.0351775714706,,238.0
2024-11-02,4,2024-11-02T01:30:00Z,2024-11-03T02:14:50Z,71.2,71.2,False,N,0.0,-606.2158219003007,0.0,0.0,,,97.50862152777778,-941.7158219003007,0.0,238.0,97.50862152777778,-940.7158219003007,,238.0
2024-11-02,5,2024-11-02T02:00:00Z,2024-11-03T02:44:30Z,71.2,71.2,False,N,0.0,-538.5880582788672,0.0,0.0,,,97.5,-874.4547249455337,0.0,238.0,97.5,-873.4547249455337,,238.0
2024-11-02,6,2024-11-02T02:30:00Z,2024-11-03T03:14:32Z,71.16,71.16,False,N,0.0,-500.38613038938917,0.0,0.0,,,97.52431629629629,-886.0941303893892,0.0,287.933,97.52431629629629,-885.0941303893892,,287.933
2024-11-02,7,2024-11-02T03:00:00Z,2024-11-03T03:44:29Z,71.24497827241916,71.24497827241916,False,N,0.0,-75.23294450543901,0.0,0.0,,,97.50007322222223,-410.832944505439,0.0,238.0,97.50007322222223,-409.832944505439,,238.0
2024-11-02,8,2024-11-02T03:30:00Z,2024-11-03T04:14:30Z,71.06,71.06,False,N,0.0,-199.60833333333332,0.0,0.0,71.06,1.0,97.5,-535.1083333333333,0.0,238.0,97.5,-534.1083333333333,,238.0
2024-11-02,9,2024-11-02T04:00:00Z,2024-11-03T04:44:31Z,54.0,54.0,False,N,0.0,-228.82666666666665,0.0,0.0,54.0,1.0,97.5,-564.5058333333334,0.0,238.0,97.5,-563.5058333333334,,238.0
2024-11-02,10,2024-11-02T04:30:00Z,2024-11-03T05:14:30Z,67.85,67.85,False,N,0.0,-248.34305398084555,0.0,0.0,67.85,1.0,111.72042580357143,-598.0054309649726,0.0,238.0,111.72042580357143,-597.0054309649726,,238.0
2024-11-02,11,2024-11-02T05:00:00Z,2024-11-03T05:44:37Z,68.61856289148677,68.61856289148677,False,N,0.0,-320.9643091656492,0.0,0.0,69.35388522916666,1.0,163.12252672359284,-722.086326070411,0.0,238.0,163.12252672359284,-721.086326070411,,238.0
2024-11-02,12,2024-11-02T05:30:00Z,2024-11-03T06:14:34Z,71.51,71.51,False,N,0.0,-348.7598611111111,0.0,0.0,71.51,1.0,97.5,-684.2598611111111,0.0,238.0,97.5,-683.2598611111111,,238.0
2024-11-02,13,2024-11-02T06:00:00Z,2024-11-03T06:44:30Z,71.51,71.51,False,N,0.0,-283.91791416666666,0.0,0.0,71.51,1.0,234.88927244791665,-798.9878811979166,0.0,280.183,234.88927244791665,-797.9878811979166,,280.183
2024-11-02,14,2024-11-02T06:30:00Z,2024-11-03T07:14:35Z,71.53941886825231,71.53941886825231,False,N,0.0,-273.7105018606702,0.0,0.0,71.54444444444445,1.0,230.6373726234568,-844.6079191207436,0.0,340.417,230.6373726234568,-843.6079191207436,,340.417
2024-11-02,15,2024-11-02T07:00:00Z,2024-11-03T07:44:36Z,71.51,71.51,False,N,0.0,-708.1343637254864,0.0,0.0,71.51,1.0,115.45023119514846,-1160.2919471025943,0.0,337.233,115.45023119514846,-1159.2919471025943,,337.233
2024-11-02,16,2024-11-02T07:30:00Z,2024-11-03T08:14:33Z,71.51,71.51,False,N,0.0,-329.4746626984127,0.0,0.0,71.51,1.0,227.28819444444446,-899.9128571428571,0.0,343.15,227.28819444444446,-898.9128571428571,,343.15
2024-11-02,17,2024-11-02T08:00:00Z,2024-11-03T08:44:26Z,79.39,79.39,False,N,0.0,-300.5005853519494,0.0,0.0,79.39,0.0,526.3830813147173,-835.7374875,0.0,9.083,526.3830813147173,-834.7374875,,9.083
2024-11-02,18,2024-11-02T08:30:00Z,2024-11-03T09:14:28Z,63.09152112903398,63.09152112903398,False,N,0.0,-420.7361111111111,0.0,0.0,63.3425,1.0,462.1222222222222,-882.875,0.0,0.0,462.1222222222222,-881.875,,
2024-11-02,19,2024-11-02T09:00:00Z,2024-11-03T09:44:32Z,56.00004275292033,56.00004275292033,False,N,0.0,-688.5083333333333,0.0,0.0,56.0055,1.0,381.3833333333333,-1070.0833333333333,0.0,0.0,381.3833333333333,-1069.0833333333333,,
2024-11-02,20,2024-11-02T09:30:00Z,2024-11-03T10:14:27Z,54.05,54.05,False,N,0.0,-593.2625,0.0,0.0,54.05,1.0,381.23766666666666,-974.8585,0.0,0.0,381.23766666666666,-973.8585,,
2024-11-02,21,2024-11-02T10:00:00Z,2024-11-03T10:44:28Z,73.0,73.0,False,N,0.0,-251.45376934027777,0.0,0.0,73.0,1.0,519.5215515464744,-771.1248397996244,0.0,0.0,519.5215515464744,-770.1248397996244,,
2024-11-02,22,2024-11-02T10:30:00Z,2024-11-03T11:14:33Z,65.62,65.62,False,N,0.0,-345.2416666666667,0.0,0.0,65.62,1.0,444.61602564102566,-789.899358974359,0.0,0.0,444.61602564102566,-788.899358974359,,
2024-11-02,23,2024-11-02T11:00:00Z,2024-11-03T11:44:28Z,70.80559892689966,70.80559892689966,False,N,0.0,-149.54475905555555,0.0,0.0,70.89925,1.0,577.2813405781975,-727.0455031059753,0.0,0.0,577.2813405781975,-726.0455031059753,,
2024-11-02,24,2024-11-02T11:30:00Z,2024-11-03T12:14:30Z,99.5,99.5,False,P,0.0,14.665475833333334,0.0,0.0,,,733.3511904166667,-718.6845241666666,0.0,0.0,732.3511904166667,-718.6845241666666,,
2024-11-02,25,2024-11-02T12:00:00Z,2024-11-03T12:44:28Z,61.3,61.3,False,N,0.0,-16.078881944444444,0.0,0.0,,,769.1055555555556,-861.4184375,0.0,76.234,769.1055555555556,-860.4184375,,76.234
2024-11-02,26,2024-11-02T12:30:00Z,2024-11-03T13:14:26Z,99.5,99.5,False,P,0.0,30.414415476190477,0.0,0.0,,,821.0733400595238,-983.999726968254,0.0,193.341,820.0733400595238,-983.999726968254,,193.341
2024-11-02,27,2024-11-02T13:00:00Z,2024-11-03T13:44:24Z,99.49987227372047,99.49987227372047,False,P,0.0,7.053556805555556,0.0,0.0,,,1020.8811529166667,-1203.8505961111111,0.0,190.023,1020.8811529166667,-1203.8505961111111,,189.023
2024-11-02,28,2024-11-02T13:30:00Z,2024-11-03T14:14:28Z,99.02,99.02,False,P,0.0,7.620285435435435,0.0,0.0,,,1037.9369521021022,-1296.914015,0.0,266.775,1037.9369521021022,-1296.914015,,265.775
2024-11-02,29,2024-11-02T14:00:00Z,2024-11-03T14:44:33Z,108.0,108.0,False,P,0.0,405.6204671164764,0.0,0.0,,,1493.7547633850006,-1349.4687598053856,0.0,261.367,1492.7547633850006,-1349.4687598053856,,261.367
2024-11-02,30,2024-11-02T14:30:00Z,2024-11-03T15:14:24Z,107.5,107.5,False,P,0.0,198.7995885241302,0.0,0.0,,,1228.0267285276077,-1289.652473336811,0.0,260.477,1227.0267285276077,-1289.652473336811,,260.477
2024-11-02,31,2024-11-02T15:00:00Z,2024-11-03T15:44:45Z,98.90182938950646,98.90182938950646,False,N,0.0,-0.3970723611111111,0.0,0.0,,,1240.2108165655193,-1389.0364408710748,0.0,148.301,1240.2108165655193,-1388.6393685099638,,148.301
2024-11-02,32,2024-11-02T15:30:00Z,2024-11-03T16:14:30Z,122.0,122.0,False,P,0.0,139.37259954545453,0.0,0.0,,,1329.8491942329545,-1421.6658595023735,0.0,231.229,1328.8491942329545,-1421.6658595023735,,231.229
2024-11-02,33,2024-11-02T16:00:00Z,2024-11-03T16:44:36Z,122.0,122.0,False,P,0.0,28.406713456349205,0.0,0.0,,,1159.1366404484127,-1440.184259031746,0.0,309.421,1158.1366404484127,-1440.184259031746,,309.421
2024-11-02,34,2024-11-02T16:30:00Z,2024-11-03T17:14:33Z,117.1500871618962,117.1500871618962,False,P,0.0,14.83190441919192,0.0,0.0,,,1150.579565558236,-1568.6896876058202,0.0,432.78,1150.579565558236,-1568.6896876058202,,431.78
2024-11-02,35,2024-11-02T17:00:00Z,2024-11-03T17:44:34Z,122.0,122.0,False,P,0.0,263.92170781295096,0.0,0.0,,,1485.761757965318,-1574.8225650694444,0.0,353.295,1484.761757965318,-1574.8225650694444,,353.295
2024-11-02,36,2024-11-02T17:30:00Z,2024-11-03T18:14:33Z,127.0,127.0,False,P,0.0,383.6865971031746,0.0,0.0,,,1600.6077082142858,-1513.134533611111,0.0,296.315,1599.6077082142858,-1513.134533611111,,296.315
2024-11-02,37,2024-11-02T18:00:00Z,2024-11-03T18:44:35Z,122.0,122.0,False,P,0.0,150.64441666666667,0.0,0.0,,,1445.1766666666667,-1419.703888888889,0.0,124.909,1444.1766666666667,-1419.703888888889,,124.909
2024-11-02,38,2024-11-02T18:30:00Z,2024-11-03T19:14:30Z,122.0,122.0,False,P,0.0,112.58284722222223,0.0,0.0,,,1182.6664229166668,-1215.6002423611112,0.0,145.375,1181.6664229166668,-1215.6002423611112,,145.375
2024-11-02,39,2024-11-02T19:00:00Z,2024-11-03T19:44:38Z,121.00019333634079,121.00019333634079,False,P,0.0,120.24871333333333,0.0,0.0,,,1073.7404633333333,-1092.8101860555555,0.0,139.517,1073.7404633333333,-1092.8101860555555,,138.517
2024-11-02,40,2024-11-02T19:30:00Z,2024-11-03T20:14:35Z,71.7,71.7,False,N,0.0,-20.23586970110456,0.0,0.0,71.7,1.0,986.6913599128812,-1065.7220078874473,0.0,59.042,986.6913599128812,-1064.7220078874473,,59.042
2024-11-02,41,2024-11-02T20:00:00Z,2024-11-03T20:44:39Z,59.822332344526075,59.822332344526075,False,N,0.0,-470.2127293076669,0.0,0.0,60.473333333333336,1.0,654.371789581222,-1158.2571371191148,0.0,33.825,654.371789581222,-1157.2571371191148,,33.825
2024-11-02,42,2024-11-02T20:30:00Z,2024-11-03T21:14:37Z,95.37,95.37,False,N,0.0,-332.7184801388889,0.0,0.0,95.37,0.0,791.9398536805555,-1127.0252698611112,0.0,2.475,791.9398536805555,-1126.0252698611112,,2.475
2024-11-02,43,2024-11-02T21:00:00Z,2024-11-03T21:44:32Z,65.0,65.0,False,N,0.0,-460.68752293650795,0.0,0.0,65.0,1.0,659.866365952381,-1120.5666834126985,0.0,0.0,659.866365952381,-1119.5666834126985,,
2024-11-02,44,2024-11-02T21:30:00Z,2024-11-03T22:14:40Z,65.63,65.63,False,N,0.0,-203.83969972222224,0.0,0.0,65.63,1.0,808.684811827957,-1023.1589493939393,0.0,10.608,808.684811827957,-1022.1589493939393,,10.608
2024-11-02,45,2024-11-02T22:00:00Z,2024-11-03T22:44:41Z,62.52,62.52,False,N,0.0,-61.438997734642896,0.0,0.0,62.52,1.0,837.3406153993856,-968.6937596394048,0.0,70.0,837.3406153993856,-967.6937596394048,,70.0
2024-11-02,46,2024-11-02T22:30:00Z,2024-11-03T23:14:36Z,75.0,75.0,False,N,0.0,-0.06709325270087783,0.0,0.0,,,678.3841168100231,-913.2742157732731,0.0,234.808,678.3841168100231,-913.2071225205723,,234.808
2024-11-02,47,2024-11-02T23:00:00Z,2024-11-03T23:44:34Z,71.55,71.55,False,N,0.0,-316.42801692844,0.0,0.0,71.55,1.0,422.19698575973206,-951.1314087595746,0.0,212.467,422.19698575973206,-950.1314087595746,,212.467
2024-11-02,48,2024-11-02T23:30:00Z,2024-11-04T00:14:41Z,71.71,71.71,False,N,0.0,-380.13790962621607,0.0,0.0,71.71,1.0,328.674417562724,-899.1198540706605,0.0,190.45,328.674417562724,-898.1198540706605,,190.45
2024-11-03,1,2024-11-03T00:00:00Z,2024-11-04T00:44:37Z,71.73216268561221,71.73216268561221,False,N,0.0,-282.46927403439156,0.0,0.0,71.74002083333333,1.0,265.66353846560844,-715.2328258333333,0.0,167.5,265.66353846560844,-714.2328258333333,,167.5
2024-11-03,2,2024-11-03T00:30:00Z,2024-11-04T01:14:40Z,71.72665189653583,71.72665189653583,False,N,0.0,-372.2351769179894,0.0,0.0,71.73609523809523,1.0,263.2041087962963,-802.6892857142857,0.0,167.5,263.2041087962963,-801.6892857142857,,167.5
2024-11-03,3,2024-11-03T01:00:00Z,2024-11-04T01:44:43Z,71.55,71.55,False,N,0.0,-566.4232142857143,0.0,0.0,71.55,1.0,217.5,-951.4232142857143,0.0,167.5,217.5,-950.4232142857143,,167.5
2024-11-03,4,2024-11-03T01:30:00Z,2024-11-04T02:14:33Z,43.0,43.0,False,N,0.0,-332.8201388888889,0.0,0.0,,,217.75137873015873,-718.07747125,0.0,167.5,217.75137873015873,-717.07747125,,167.5
2024-11-03,5,2024-11-03T02:00:00Z,2024-11-04T02:44:34Z,71.71,71.71,False,N,0.0,-316.10879086691085,0.0,0.0,71.71,1.0,266.14188060624167,-749.7962908669109,0.0,167.5,266.14188060624167,-748.7962908669109,,167.5
2024-11-03,6,2024-11-03T02:30:00Z,2024-11-04T03:14:35Z,71.2,71.2,False,N,0.0,-249.56810897435898,0.0,0.0,71.2,1.0,195.13333333333333,-612.1714423076924,0.0,167.5,195.13333333333333,-611.1714423076924,,167.5
2024-11-03,7,2024-11-03T03:00:00Z,2024-11-04T03:44:36Z,71.2,71.2,False,N,0.0,-239.85833208333332,0.0,0.0,71.2,1.0,180.30000125,-587.6583333333333,0.0,167.5,180.30000125,-586.6583333333333,,167.5
2024-11-03,8,2024-11-03T03:30:00Z,2024-11-04T04:14:34Z,71.71,71.71,False,N,0.0,-201.89380952380952,0.0,0.0,71.71,1.0,120.0,-489.3938095238095,0.0,167.5,120.0,-488.3938095238095,,167.5
2024-11-03,9,2024-11-03T04:00:00Z,2024-11-04T04:44:35Z,71.55,71.55,False,N,0.0,-305.13238095238097,0.0,0.0,71.55,1.0,120.0,-592.7240476190476,0.0,167.5,120.0,-591.7240476190476,,167.5
2024-11-03,10,2024-11-03T04:30:00Z,2024-11-04T05:14:36Z,71.75,71.75,False,N,0.0,-235.3007343550447,0.0,0.0,,,120.0,-522.8507343550447,0.0,167.5,120.0,-521.8507343550447,,167.5
2024-11-03,11,2024-11-03T05:00:00Z,2024-11-04T05:44:36Z,72.0,72.0,False,N,0.0,-30.22894103731551,0.0,0.0,,,217.3326530138889,-414.95988012064885,0.0,167.5,217.3326530138889,-413.95988012064885,,167.5
2024-11-03,12,2024-11-03T05:30:00Z,2024-11-04T06:14:31Z,63.0,63.0,False,N,0.0,-361.3710966792929,0.0,0.0,63.0,1.0,150.04166666666666,-678.9127633459595,0.0,167.5,150.04166666666666,-677.9127633459595,,167.5
2024-11-03,13,2024-11-03T06:00:00Z,2024-11-04T06:44:37Z,71.71,71.71,False,N,0.0,-453.3487626262626,0.0,0.0,71.71,1.0,120.0,-740.8487626262627,0.0,167.5,120.0,-739.8487626262627,,167.5
2024-11-03,14,2024-11-03T06:30:00Z,2024-11-04T07:14:37Z,71.21,71.21,False,N,0.0,-556.1995788888889,0.0,0.0,,,91.483605,-815.1829122222222,0.0,167.5,91.483605,-814.1829122222222,,167.5
2024-11-03,15,2024-11-03T07:00:00Z,2024-11-04T07:44:40Z,72.0,72.0,False,N,0.0,-366.7345467836257,0.0,0.0,,,30.833333333333332,-565.067880116959,0.0,167.5,30.833333333333332,-564.067880116959,,167.5
2024-11-03,16,2024-11-03T07:30:00Z,2024-11-04T08:14:34Z,72.0,72.0,False,N,0.0,-240.76172180555557,0.0,0.0,,,93.43750041666667,-501.4867222222222,0.0,167.5,93.43750041666667,-500.4867222222222,,167.5
